gene,ctrl_mean,pert_mean,delta,abs_delta
TCIRG1,0.23648365,0.2330568,-0.0034268498,0.0034268498
SERPINI1,0.9381025,0.94152826,0.003425777,0.003425777
RAC2,0.13644698,0.13987121,0.0034242272,0.0034242272
C8orf34,0.39831308,0.39488906,-0.0034240186,0.0034240186
CMC2,5.8427286,5.839309,-0.0034193993,0.0034193993
SERTAD1,0.40625,0.4096681,0.003418088,0.003418088
HEY2,0.6512207,0.64780414,-0.0034165382,0.0034165382
PNLDC1,0.0577588,0.061175223,0.0034164228,0.0034164228
USP24,5.848465,5.8450494,-0.0034155846,0.0034155846
PLD6,0.025225272,0.028640557,0.0034152847,0.0034152847
OXGR1,0.115229465,0.11181505,-0.0034144148,0.0034144148
CPEB1,0.5427232,0.53930974,-0.0034134388,0.0034134388
SPINK1,0.03531014,0.038722645,0.0034125037,0.0034125037
EXOC5,10.697113,10.700525,0.0034122467,0.0034122467
GABRG2,0.098936506,0.10234466,0.0034081563,0.0034081563
HMGB3,0.14467205,0.14126392,-0.003408134,0.003408134
DOCK5,2.4082408,2.4048345,-0.0034062862,0.0034062862
MFSD11,0.7715842,0.7749881,0.003403902,0.003403902
FLI1,0.020615047,0.024014594,0.0033995472,0.0033995472
USP9Y,1.1668588,1.1634598,-0.0033990145,0.0033990145
NTNG2,0.14097862,0.14437702,0.0033984035,0.0033984035
ENPP5,0.26878142,0.26538393,-0.0033974946,0.0033974946
PROK2,0.10959765,0.11299475,0.0033970997,0.0033970997
LRRC61,0.27629924,0.27969328,0.0033940375,0.0033940375
PALM,0.7946616,0.7912691,-0.003392458,0.003392458
IFT172,1.7467781,1.7433873,-0.003390789,0.003390789
ITGA4,0.61350065,0.61688614,0.0033854842,0.0033854842
TMEM161B,1.1065329,1.1031475,-0.0033854246,0.0033854246
DUSP16,8.704658,8.701273,-0.0033845901,0.0033845901
ASIC1,0.11659157,0.11997466,0.0033830851,0.0033830851
DCUN1D3,0.744211,0.7408314,-0.003379643,0.003379643
EML1,0.5193839,0.51600516,-0.003378749,0.003378749
KLHDC8A,0.21332775,0.2167048,0.0033770502,0.0033770502
ZNF112,0.16641346,0.16978978,0.00337632,0.00337632
TMEM52,0.7430323,0.7396571,-0.0033751726,0.0033751726
KCNH4,0.051917434,0.048542574,-0.0033748597,0.0033748597
CHI3L1,0.02779233,0.03116381,0.003371479,0.003371479
REC8,2.0934095,2.0967793,0.0033698082,0.0033698082
CD101,0.07486379,0.07823176,0.003367968,0.003367968
MSRB3,0.060980722,0.06434841,0.0033676848,0.0033676848
CLEC11A,0.07174665,0.07511319,0.0033665448,0.0033665448
ENOX1,0.06931056,0.06594865,-0.0033619106,0.0033619106
MYL10,0.049271792,0.04591009,-0.003361702,0.003361702
ECHDC3,1.2484021,1.2517627,0.003360629,0.003360629
CENPK,1.1235069,1.1201494,-0.0033575296,0.0033575296
HS3ST4,0.358026,0.35466993,-0.0033560693,0.0033560693
LMLN,0.20376676,0.2004129,-0.003353864,0.003353864
SYTL5,0.064124055,0.0674779,0.0033538416,0.0033538416
SLC9A3R2,0.27430847,0.27095473,-0.0033537447,0.0033537447
FGFR1OP2,2.9788086,2.9754555,-0.003353119,0.003353119
ELMOD3,0.30147213,0.30482203,0.0033499002,0.0033499002
SETD9,0.79997903,0.79663783,-0.003341198,0.003341198
PUDP,0.0714847,0.06814421,-0.0033404902,0.0033404902
RIBC2,0.2797831,0.28312317,0.0033400655,0.0033400655
RUFY2,2.2713223,2.2679837,-0.0033385754,0.0033385754
AHSG,0.04995285,0.046614636,-0.003338214,0.003338214
FAM53A,0.15302809,0.1563652,0.003337115,0.003337115
OAS3,0.10315382,0.10649,0.0033361837,0.0033361837
CNTNAP1,0.052912824,0.056248873,0.0033360496,0.0033360496
HS6ST3,0.06556475,0.0688979,0.0033331513,0.0033331513
RAP2C,5.1352944,5.131963,-0.0033316612,0.0033316612
KLK4,0.07323973,0.0699083,-0.0033314303,0.0033314303
PDE6B,0.7233864,0.72005546,-0.003330946,0.003330946
GAS6,0.28675085,0.2900812,0.00333035,0.00333035
TPPP,0.04233026,0.045658857,0.0033285953,0.0033285953
TCP10L,0.029206831,0.032534666,0.0033278354,0.0033278354
FAM9C,0.0031957251,0.0065211337,0.0033254086,0.0033254086
GRK6,0.57604253,0.57271826,-0.0033242702,0.0033242702
PDPK1,1.7790496,1.7757255,-0.003324151,0.003324151
TMC5,0.24085814,0.24418205,0.0033239126,0.0033239126
GDPD5,0.6496752,0.65299815,0.003322959,0.003322959
SNX32,0.04948135,0.05280261,0.0033212602,0.0033212602
SMARCAL1,1.5545369,1.551216,-0.0033209324,0.0033209324
CPN1,0.120887466,0.124207385,0.003319919,0.003319919
DGKE,0.9653447,0.9620256,-0.0033191442,0.0033191442
NDOR1,0.7964952,0.79318064,-0.0033145547,0.0033145547
CNOT7,0.04151823,0.038203795,-0.0033144355,0.0033144355
RTP1,0.028420998,0.031731814,0.0033108164,0.0033108164
ADAMTSL2,0.10805218,0.104742296,-0.0033098832,0.0033098832
AMZ2,2.486379,2.4896858,0.0033068657,0.0033068657
GOSR1,5.3454266,5.348733,0.0033063889,0.0033063889
N6AMT1,0.76244235,0.7591386,-0.0033037663,0.0033037663
EPDR1,0.44483444,0.441531,-0.0033034384,0.0033034384
RAD9A,1.1953845,1.1986871,0.0033025742,0.0033025742
UBE2E3,11.131234,11.127933,-0.0033016205,0.0033016205
MMP10,0.015716681,0.019017242,0.0033005606,0.0033005606
FXYD7,0.34199497,0.33869478,-0.00330019,0.00330019
RTL5,0.08518441,0.08847769,0.0032932833,0.0032932833
ATP10A,0.1751624,0.17187065,-0.003291756,0.003291756
ZNF223,1.3562448,1.3595362,0.0032913685,0.0032913685
LRRCC1,0.49552074,0.4922309,-0.0032898486,0.0032898486
FAM110B,0.78093565,0.7776479,-0.0032877326,0.0032877326
PROC,0.09086861,0.08758199,-0.003286615,0.003286615
TMEM163,0.1472391,0.15052131,0.0032822043,0.0032822043
GPR20,0.23823868,0.2349629,-0.0032757819,0.0032757819
B3GAT3,2.187238,2.1839626,-0.0032753944,0.0032753944
BRSK2,0.2996647,0.29638934,-0.0032753646,0.0032753646
AKR1C2,0.031564333,0.034839455,0.0032751225,0.0032751225
TSPAN9,1.8817582,1.8784852,-0.0032730103,0.0032730103
EXOC1L,0.015900042,0.012627186,-0.0032728557,0.0032728557
C11orf96,0.05165549,0.05492717,0.0032716803,0.0032716803
ZNF446,0.060640194,0.063911475,0.0032712817,0.0032712817
RBBP8NL,0.09126153,0.08799161,-0.0032699183,0.0032699183
PLD1,0.016607292,0.01987471,0.0032674186,0.0032674186
LINC02693,0.15145642,0.1547158,0.0032593906,0.0032593906
ARL4D,0.6141293,0.6173886,0.0032593012,0.0032593012
LPIN2,1.5290496,1.532308,0.0032583475,0.0032583475
SEMA6C,0.38319886,0.3799407,-0.0032581687,0.0032581687
CLEC4D,0.055506077,0.0587612,0.0032551251,0.0032551251
CCSER1,0.06281433,0.066068806,0.0032544732,0.0032544732
CIRBP,6.3068943,6.3101473,0.003252983,0.003252983
LYNX1,0.11750838,0.12076113,0.0032527447,0.0032527447
NHLRC1,0.12528814,0.12853843,0.003250286,0.003250286
TMEM267,1.2906276,1.293877,0.0032494068,0.0032494068
EPHB1,0.78525776,0.78850555,0.0032477975,0.0032477975
USP27X,0.068681896,0.06543526,-0.0032466352,0.0032466352
PCDHGC5,0.103258595,0.10650092,0.0032423288,0.0032423288
ERICH5,0.3167697,0.3200107,0.0032410026,0.0032410026
GPR153,0.1661777,0.1694184,0.0032406896,0.0032406896
PLXNA2,0.07892393,0.0821641,0.003240168,0.003240168
MYMX,0.08929694,0.09253565,0.0032387152,0.0032387152
FAM71F2,0.027216053,0.030453803,0.0032377504,0.0032377504
DENND6B,0.08670369,0.0899414,0.0032377094,0.0032377094
ATP2C2,0.34644803,0.3496835,0.0032354593,0.0032354593
ZSCAN20,0.16219614,0.16543144,0.0032352954,0.0032352954
FAM185A,0.622171,0.6254062,0.003235221,0.003235221
CASP3,10.856061,10.852827,-0.0032339096,0.0032339096
ZNF547,0.11732502,0.11409253,-0.003232494,0.003232494
SERF2,0.8043797,0.80761015,0.0032304525,0.0032304525
SAMD8,2.138071,2.1348412,-0.0032298565,0.0032298565
ZNF346,1.3745023,1.3712732,-0.0032291412,0.0032291412
ERBB4,0.019803017,0.023031509,0.0032284912,0.0032284912
OCA2,0.06050922,0.06373671,0.0032274872,0.0032274872
UBALD1,0.38424665,0.3810221,-0.0032245517,0.0032245517
C4orf19,0.25319573,0.24997133,-0.0032244027,0.0032244027
ARL4A,2.4515402,2.4547644,0.0032241344,0.0032241344
POU2F2,0.6170107,0.6202341,0.0032233596,0.0032233596
ATG2B,0.9976949,1.0009176,0.0032226443,0.0032226443
SKIV2L,1.3626362,1.359416,-0.0032202005,0.0032202005
ZSCAN18,1.3328531,1.3296341,-0.0032190084,0.0032190084
HEG1,0.68970037,0.69291687,0.003216505,0.003216505
PIN1,1.1425503,1.139336,-0.0032143593,0.0032143593
ZNF586,0.17775565,0.17454137,-0.0032142848,0.0032142848
AK1,0.38487533,0.3816611,-0.00321424,0.00321424
TMEM35A,0.46327534,0.46006215,-0.003213197,0.003213197
TCF7L1,0.36952534,0.36631402,-0.0032113194,0.0032113194
ANG,0.14129296,0.14450264,0.0032096803,0.0032096803
HPSE2,0.02433466,0.027542777,0.0032081176,0.0032081176
TMEM91,0.13880448,0.14201216,0.0032076836,0.0032076836
KIAA1191,0.68029654,0.6770892,-0.003207326,0.003207326
ASCC1,2.2239366,2.22073,-0.0032064915,0.0032064915
C1orf74,0.55600375,0.5527999,-0.0032038689,0.0032038689
PPP1R2C,0.0005762783,0.0037794174,0.0032031392,0.0032031392
EFCAB2,1.802939,1.806141,0.0032019615,0.0032019615
TMTC2,0.82164186,0.8184405,-0.0032013655,0.0032013655
ADAMTS3,0.28434095,0.28754157,0.0032006204,0.0032006204
ZNF235,0.3432261,0.34002742,-0.0031986833,0.0031986833
PLCH1,2.379715,2.3765163,-0.0031986237,0.0031986237
GRM3,0.14472443,0.14152607,-0.0031983554,0.0031983554
AADACL3,0.039082147,0.042278137,0.0031959899,0.0031959899
SIX2,0.011001676,0.014194662,0.0031929854,0.0031929854
KIFAP3,0.1391974,0.13600442,-0.0031929761,0.0031929761
ARF3,0.4417959,0.43860358,-0.0031923056,0.0031923056
HPSE,0.3228468,0.31965572,-0.0031910837,0.0031910837
CFTR,0.057706412,0.060896683,0.0031902716,0.0031902716
TNFRSF1B,0.081490986,0.078302756,-0.00318823,0.00318823
HDAC8,3.640088,3.6369028,-0.0031852722,0.0031852722
COL27A1,0.83555114,0.83236754,-0.0031836033,0.0031836033
TBC1D9,0.0895065,0.092688575,0.003182076,0.003182076
ANKS4B,0.061347444,0.05816589,-0.0031815544,0.0031815544
CASQ1,0.18375419,0.1869337,0.0031795055,0.0031795055
DGKG,0.1424979,0.1393196,-0.0031782985,0.0031782985
P2RX2,0.11454841,0.11137266,-0.0031757504,0.0031757504
SPATA2L,0.27677074,0.2799445,0.0031737685,0.0031737685
PEX7,1.3423355,1.3391645,-0.003170967,0.003170967
ATAD2B,1.1496751,1.146507,-0.003168106,0.003168106
LIN7B,0.4985331,0.49536586,-0.0031672418,0.0031672418
NGB,0.03470767,0.03154066,-0.0031670108,0.0031670108
VPS37D,0.048459765,0.05162291,0.003163144,0.003163144
PLXNA4,0.28921312,0.28605056,-0.0031625628,0.0031625628
CMC1,2.2574916,2.2543297,-0.0031619072,0.0031619072
M1AP,0.14503877,0.14820014,0.0031613708,0.0031613708
LZTS1,1.1938391,1.1969994,0.0031603575,0.0031603575
TACSTD2,0.16141032,0.16456851,0.0031581968,0.0031581968
CPED1,0.031695306,0.03485038,0.003155075,0.003155075
SHC3,0.08243399,0.085588515,0.0031545237,0.0031545237
ANGEL1,3.2760372,3.2728827,-0.0031545162,0.0031545162
FAM110A,0.071432315,0.07458342,0.0031511039,0.0031511039
LGSN,0.0127043165,0.015854985,0.003150668,0.003150668
TRIM25,1.9910676,1.9942162,0.0031485558,0.0031485558
ZSCAN16,0.90551656,0.90236866,-0.0031479,0.0031479
LEAP2,0.07798093,0.07483465,-0.0031462759,0.0031462759
CADM3,0.58974224,0.5866016,-0.0031406283,0.0031406283
ACAN,0.13123429,0.12809603,-0.003138259,0.003138259
GPRASP1,0.12235436,0.12549086,0.0031365007,0.0031365007
TXNL4B,1.7317425,1.7286084,-0.0031341314,0.0031341314
MYL7,0.03271689,0.03584985,0.0031329617,0.0031329617
XPNPEP3,0.2333927,0.23026046,-0.003132239,0.003132239
RAB7A,3.079081,3.0822132,0.0031321049,0.0031321049
SYCE2,0.04882649,0.05195607,0.0031295791,0.0031295791
ZNF440,0.04696668,0.04384015,-0.003126528,0.003126528
HAS1,0.052729465,0.05585564,0.0031261742,0.0031261742
ZHX3,0.599539,0.6026642,0.0031251907,0.0031251907
EMILIN1,0.16279861,0.15967493,-0.0031236857,0.0031236857
FES,0.2797307,0.27660748,-0.0031232238,0.0031232238
IRX3,0.066114835,0.069236524,0.003121689,0.003121689
FBXO8,0.75157166,0.75469285,0.0031211972,0.0031211972
ANKRD13A,0.5998271,0.6029482,0.003121078,0.003121078
PM20D2,1.335132,1.3382524,0.0031204224,0.0031204224
SPIN2B,0.4435509,0.4404332,-0.0031177104,0.0031177104
GORAB,0.7092152,0.7123328,0.0031175613,0.0031175613
BAG3,0.92107606,0.9241932,0.003117144,0.003117144
CASTOR3,0.41159368,0.41470915,0.0031154752,0.0031154752
PLIN2,0.088956416,0.092071414,0.0031149983,0.0031149983
SLC25A14,0.38327745,0.38016462,-0.0031128228,0.0031128228
PCDHB14,0.4314229,0.42831394,-0.0031089485,0.0031089485
PLLP,0.06260478,0.06570834,0.0031035617,0.0031035617
LHFPL1,0.2864103,0.2895132,0.0031028986,0.0031028986
C12orf56,0.25364104,0.2567437,0.0031026602,0.0031026602
CFAP300,0.23226635,0.23536704,0.0031006932,0.0031006932
TMEM128,3.8692896,3.87239,0.0031003952,0.0031003952
SLC45A3,0.38935456,0.38625428,-0.003100276,0.003100276
ERAP1,0.57169425,0.5747937,0.0030994415,0.0030994415
C5orf58,0.06121647,0.06431564,0.0030991696,0.0030991696
IQSEC3,0.2988003,0.29570118,-0.0030991137,0.0030991137
ST3GAL1,0.31545997,0.3123645,-0.0030954778,0.0030954778
RAB24,0.07124895,0.06815513,-0.0030938163,0.0030938163
FAM151B,0.19996856,0.20306176,0.003093198,0.003093198
STRADB,3.4138465,3.410755,-0.0030915737,0.0030915737
LIN7A,1.9419793,1.9388903,-0.003088951,0.003088951
GLUD1,1.5164502,1.5133618,-0.003088355,0.003088355
LANCL3,0.08073135,0.077647366,-0.0030839816,0.0030839816
IFIT3,0.06920578,0.07228955,0.0030837655,0.0030837655
PPP5D1,0.066114835,0.063032165,-0.0030826703,0.0030826703
CNPPD1,3.6870024,3.6839216,-0.0030808449,0.0030808449
CABIN1,2.3561661,2.353086,-0.0030801296,0.0030801296
ANKRD62,0.009875314,0.012954881,0.003079567,0.003079567
REEP2,2.340528,2.3374496,-0.0030784607,0.0030784607
TMEM178A,0.19302703,0.1961037,0.0030766726,0.0030766726
CDKL2,0.38047466,0.37740105,-0.003073603,0.003073603
RBKS,0.17812239,0.17504929,-0.0030730963,0.0030730963
SHC4,0.052493714,0.055566177,0.003072463,0.003072463
GLIPR1,0.011289815,0.014358509,0.003068694,0.003068694
USP2,0.56986064,0.5667925,-0.003068149,0.003068149
RBPJL,0.06624581,0.06317963,-0.0030661821,0.0030661821
MSS51,0.48836964,0.4853056,-0.0030640364,0.0030640364
TP53BP2,3.554825,3.551762,-0.0030629635,0.0030629635
ATAD3C,0.037589062,0.040650584,0.0030615218,0.0030615218
SH2B3,2.7098176,2.7067566,-0.0030610561,0.0030610561
MCRIP2,0.18063705,0.177578,-0.0030590445,0.0030590445
GPR155,0.0658005,0.0627427,-0.0030578002,0.0030578002
ARC,0.09175922,0.08870162,-0.003057599,0.003057599
RHEBL1,0.8952221,0.89827794,0.003055811,0.003055811
ADSSL1,1.1653132,1.1622583,-0.0030549765,0.0030549765
MYZAP,0.17953688,0.18259174,0.0030548573,0.0030548573
TM6SF2,0.22854672,0.22549249,-0.0030542314,0.0030542314
ADAM17,4.2287827,4.2318335,0.0030508041,0.0030508041
NKAPL,0.0075963954,0.0106446305,0.003048235,0.003048235
COL23A1,0.37610018,0.37305364,-0.0030465424,0.0030465424
INSYN2A,0.052624684,0.055669945,0.003045261,0.003045261
HTR6,0.037222337,0.034178603,-0.0030437335,0.0030437335
CPLX3,0.052519906,0.049476508,-0.0030433983,0.0030433983
BAG4,0.08649413,0.08345303,-0.0030411035,0.0030411035
CATSPER4,0.06184514,0.058804896,-0.003040243,0.003040243
CEL,0.10540654,0.10844525,0.0030387118,0.0030387118
FAM240C,0.022789188,0.02582784,0.0030386522,0.0030386522
PPL,3.0270588,3.0300934,0.0030345917,0.0030345917
ACSM3,0.22194572,0.2249791,0.0030333847,0.0030333847
EPHX2,1.5114208,1.5144541,0.0030332804,0.0030332804
SOX12,0.82407796,0.8210457,-0.003032267,0.003032267
BEGAIN,0.19839689,0.20142876,0.0030318648,0.0030318648
IER5L,0.03635792,0.03938896,0.0030310377,0.0030310377
SLC10A4,0.41164607,0.41467637,0.0030303001,0.0030303001
PTH1R,0.036619864,0.039645653,0.0030257888,0.0030257888
ELF3,0.5601949,0.56322056,0.003025651,0.003025651
H3F3B,0.15116827,0.14814551,-0.0030227602,0.0030227602
ARHGAP6,0.059068523,0.06208731,0.0030187853,0.0030187853
ZNF790,0.5323502,0.52933145,-0.0030187368,0.0030187368
IL2RB,0.16122694,0.15821122,-0.0030157268,0.0030157268
GPR3,0.59642184,0.5934068,-0.0030150414,0.0030150414
C19orf81,0.25275043,0.24973647,-0.0030139536,0.0030139536
PRKCG,0.8859755,0.8889878,0.0030122995,0.0030122995
DYRK4,0.45012572,0.45313686,0.0030111372,0.0030111372
KLHL11,0.08361274,0.08060209,-0.003010653,0.003010653
GABRE,0.22341262,0.2204023,-0.0030103177,0.0030103177
P2RY11,0.6363684,0.6333583,-0.0030100942,0.0030100942
GPD1,0.082486376,0.079477,-0.003009379,0.003009379
TRPC5,0.059409052,0.056401797,-0.0030072555,0.0030072555
CALML6,0.060718775,0.057712577,-0.0030061975,0.0030061975
CUL7,0.5341838,0.5371852,0.003001392,0.003001392
ERAS,0.03939648,0.036396008,-0.0030004717,0.0030004717
DCHS2,0.058989942,0.061989002,0.0029990599,0.0029990599
KIAA0895L,0.35320622,0.35620463,0.0029984117,0.0029984117
NPHP4,0.49717098,0.5001666,0.0029956102,0.0029956102
SDK1,0.2873533,0.29034883,0.0029955208,0.0029955208
GNE,1.1537353,1.1507398,-0.002995491,0.002995491
GPRIN3,0.19470347,0.19769849,0.0029950142,0.0029950142
NAV3,0.1585813,0.16157556,0.0029942542,0.0029942542
ZSCAN25,0.47904444,0.47605368,-0.0029907525,0.0029907525
ETNK2,1.0126519,1.0156419,0.0029900074,0.0029900074
TMED8,1.4575912,1.460581,0.002989769,0.002989769
CRB3,0.4262626,0.4292479,0.0029852986,0.0029852986
SHISA6,0.14050713,0.14349225,0.0029851198,0.0029851198
TLR4,0.0076487847,0.010633708,0.0029849233,0.0029849233
TRMT9B,0.036567476,0.039547343,0.0029798672,0.0029798672
EBF4,0.044661567,0.047641415,0.0029798485,0.0029798485
ICA1L,0.21882859,0.22180593,0.0029773414,0.0029773414
ZNF490,0.7365884,0.73361117,-0.002977252,0.002977252
HIGD2A,5.8272476,5.830221,0.0029735565,0.0029735565
PACRG,0.035388727,0.03836218,0.0029734522,0.0029734522
SNRPD1,0.19593462,0.19296329,-0.0029713362,0.0029713362
CAVIN3,0.29602367,0.2989945,0.0029708445,0.0029708445
TAFA2,0.0653552,0.06832444,0.0029692426,0.0029692426
CNNM1,0.12777661,0.1307449,0.0029682964,0.0029682964
ARHGAP11B,0.50023574,0.5032032,0.0029674768,0.0029674768
WDR17,0.6038611,0.60089463,-0.0029664636,0.0029664636
GABRG3,0.0658267,0.06878868,0.0029619783,0.0029619783
PGBD4,0.34720767,0.35016957,0.0029619038,0.0029619038
CR2,0.27184618,0.2688848,-0.0029613674,0.0029613674
TNMD,0.26388305,0.26684216,0.0029591024,0.0029591024
SHISA7,0.07664501,0.07368772,-0.002957292,0.002957292
WDR86,0.32868817,0.33164388,0.002955705,0.002955705
C7orf61,0.038663033,0.041617285,0.002954252,0.002954252
UBE2QL1,0.06456936,0.06752159,0.0029522255,0.0029522255
INPP5E,1.3420736,1.3450248,0.0029512644,0.0029512644
P4HA1,2.8486745,2.8516252,0.0029506683,0.0029506683
NR4A2,0.047411986,0.050361283,0.0029492974,0.0029492974
CHD5,0.07821668,0.08116463,0.0029479489,0.0029479489
CRYZL1,1.1444625,1.1415151,-0.0029473305,0.0029473305
SLC6A16,0.038663033,0.041606363,0.0029433295,0.0029433295
MOCS1,0.09435248,0.09141056,-0.002941914,0.002941914
AIM2,0.35967624,0.3567344,-0.0029418468,0.0029418468
BX255925.3,1.3261211,1.3290606,0.0029394627,0.0029394627
UPK1B,0.05951383,0.062453236,0.0029394068,0.0029394068
RNF128,0.164737,0.16767615,0.0029391497,0.0029391497
IRF1,0.106506705,0.103568055,-0.0029386505,0.0029386505
MYLK3,0.060352053,0.06328886,0.0029368065,0.0029368065
CPT1B,0.03324078,0.036177546,0.0029367656,0.0029367656
FBXO24,0.04696668,0.04990251,0.0029358305,0.0029358305
PLPPR2,0.23265927,0.22972523,-0.0029340386,0.0029340386
JDP2,1.9907272,1.9936591,0.0029319525,0.0029319525
DAZAP2,0.65842414,0.6554941,-0.0029300451,0.0029300451
ADAP1,0.03669845,0.033768985,-0.002929464,0.002929464
RNFT1,0.35158214,0.35451153,0.0029293895,0.0029293895
MTBP,1.1360803,1.1390083,0.0029280186,0.0029280186
CLIC2,0.098465,0.10138888,0.002923876,0.002923876
PKLR,0.047516763,0.050437745,0.0029209815,0.0029209815
ARMC12,0.16712071,0.17003556,0.002914846,0.002914846
ATP8A2,0.42880344,0.42588902,-0.0029144287,0.0029144287
MCTP2,0.4437081,0.44079366,-0.0029144287,0.0029144287
DOK1,0.037589062,0.040503122,0.00291406,0.00291406
DZIP1L,0.9536882,0.9507747,-0.002913475,0.002913475
TMEM171,0.0568158,0.059727903,0.0029121041,0.0029121041
AMPH,0.9688024,0.97171444,0.0029120445,0.0029120445
C12orf73,0.13812342,0.13521248,-0.0029109418,0.0029109418
ANXA2R,0.0241513,0.027062159,0.0029108599,0.0029108599
ARMH1,0.026823135,0.029732874,0.0029097386,0.0029097386
NOL4,0.14383382,0.1467419,0.0029080808,0.0029080808
B3GALT4,0.092807,0.09571429,0.002907291,0.002907291
HIST1H4E,0.21440172,0.21149446,-0.0029072613,0.0029072613
MANBA,2.9240623,2.9211566,-0.0029056072,0.0029056072
TMEM30B,0.8413139,0.8442192,0.0029053092,0.0029053092
FGF14,0.038898785,0.04180298,0.0029041953,0.0029041953
AIFM3,0.026377829,0.029279562,0.002901733,0.002901733
VSTM5,0.027530385,0.030431956,0.0029015709,0.0029015709
PHF2,1.3383015,1.3412017,0.0029001236,0.0029001236
PDGFRB,0.7041073,0.7012076,-0.0028997064,0.0028997064
ARSA,0.23677179,0.23967077,0.0028989762,0.0028989762
KCNJ10,0.1288506,0.12596056,-0.0028900355,0.0028900355
RAB37,0.44059095,0.4434753,0.0028843582,0.0028843582
CD86,0.016816849,0.01969994,0.0028830916,0.0028830916
LAMP3,0.0127043165,0.015587366,0.0028830497,0.0028830497
CES4A,0.05880658,0.061688613,0.0028820336,0.0028820336
NXPH3,0.5321406,0.52926046,-0.002880156,0.002880156
SOWAHB,0.038558256,0.041437052,0.0028787963,0.0028787963
PARD3B,0.33984703,0.34272543,0.0028783977,0.0028783977
ERO1B,0.7093724,0.7064944,-0.0028780103,0.0028780103
NEMP1,2.6982136,2.7010875,0.0028738976,0.0028738976
SLC45A1,0.18079421,0.17792208,-0.0028721243,0.0028721243
HFM1,0.26508802,0.26222166,-0.0028663576,0.0028663576
NYAP1,0.26259953,0.25973666,-0.0028628707,0.0028628707
HECTD4,1.5149571,1.5120947,-0.0028623343,0.0028623343
CYP4X1,0.2282062,0.22534503,-0.002861172,0.002861172
LRRC9,0.04445201,0.047302797,0.0028507859,0.0028507859
ITGA2,1.2760373,1.278885,0.0028476715,0.0028476715
GPR37L1,0.0563443,0.053501695,-0.002842605,0.002842605
EXOSC6,0.8414187,0.8385774,-0.0028412938,0.0028412938
SLC27A1,0.10820935,0.10537038,-0.0028389692,0.0028389692
C2orf88,0.086965635,0.08413027,-0.0028353631,0.0028353631
ARID5A,0.3735855,0.37641796,0.0028324723,0.0028324723
IQUB,0.1448816,0.14771405,0.0028324425,0.0028324425
SDR42E1,0.0028813914,0.005712819,0.0028314274,0.0028314274
CCDC121,0.22668692,0.22951223,0.0028253049,0.0028253049
ATP23,0.6487584,0.6515836,0.0028252006,0.0028252006
TBC1D10A,0.461206,0.46402726,0.0028212667,0.0028212667
SLITRK2,0.08717519,0.08999601,0.0028208196,0.0028208196
ZFP36,0.087568104,0.084747426,-0.002820678,0.002820678
